Depth ft,No Core,Minutes,ft by Hr,Torque Min ft-lbf,Torque Max ft-lbf,Head RPM,WOB lb,Flow gpm,SPP psi,ToB 60 rpm,ToB 80 rpm,ToB 100 rpm,ToB,OffBTM Press,Core,Corehead,Lgth barrel,Depth in,Cut lgth,Rec. lgth,% rec,ROP
1598.0,12.0,0.3,200.0,2520,2689.0,75,15,41,90,1050,1350,1700,1390,68,3,83661 MCP 562,20,1445.0,13.0,13.0,100.0,10.2
1599.0,13.0,0.3,200.0,2373,2425.0,75,15,41,88,1050,1350,1700,1390,68,3,83661 MCP 562,20,1445.0,13.0,13.0,100.0,10.2
1600.0,14.0,0.3,200.0,2250,2626.0,75,15,41,92,1050,1350,1700,1390,68,3,83661 MCP 562,20,1445.0,13.0,13.0,100.0,10.2
1601.0,15.0,0.3,200.0,1350,1924.0,75,15,41,90,1050,1350,1700,1390,68,3,83661 MCP 562,20,1445.0,13.0,13.0,100.0,10.2
1602.0,1.0,0.2,300.0,2500,2661.0,80,15000,45,136,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1603.0,2.0,0.2,300.0,2200,3269.0,80,15000,45,133,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1604.0,3.0,0.2,300.0,3000,3162.0,80,15000,45,126,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1605.0,4.0,0.2,300.0,3060,3184.0,80,15000,45,147,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1606.0,5.0,0.2,300.0,3360,3810.0,80,15000,45,156,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1607.0,6.0,0.3,200.0,2220,3205.0,80,15000,45,158,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1608.0,7.0,0.3,200.0,1817,3168.0,80,15000,45,159,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1609.0,8.0,0.4,150.0,3080,3144.0,80,15000,45,156,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1610.0,9.0,0.4,150.0,2798,2976.0,80,15000,45,187,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1611.0,10.0,0.4,150.0,3330,3531.0,80,15000,45,165,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1612.0,11.0,0.4,150.0,3005,3173.0,80,15000,45,166,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1613.0,12.0,0.4,150.0,3280,3579.0,80,15000,45,159,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1614.0,13.0,0.4,150.0,2736,4045.0,80,15000,45,161,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1615.0,14.0,0.4,150.0,3229,3418.0,80,15000,45,187,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1616.0,15.0,0.4,150.0,2720,2840.0,80,15000,45,150,1028,1350,1790,1300,63,4,83661 MCP 562,20,1458.0,18.0,13.17,73.0,6.0
1617.0,1.0,0.4,150.0,2700,2910.0,80,15,45,127,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1618.0,2.0,0.4,150.0,2500,3570.0,80,15,45,167,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1619.0,3.0,0.4,150.0,3210,3317.0,80,15,45,157,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1620.0,4.0,0.4,150.0,3100,3570.0,80,15,45,184,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1621.0,5.0,0.4,150.0,3589,3900.0,80,15,45,176,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1622.0,6.0,1.0,60.0,3317,3549.0,80,15,45,162,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1623.0,7.0,1.0,60.0,3600,3935.0,80,15,45,180,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1624.0,8.0,1.0,60.0,2400,3430.0,80,15,45,153,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1625.0,9.0,1.0,60.0,2336,2410.0,80,15,45,167,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1626.0,10.0,1.0,60.0,2090,2150.0,80,15,45,135,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1627.0,11.0,1.0,60.0,3120,3567.0,80,15,45,143,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1628.0,12.0,1.0,60.0,3701,3766.0,80,15,45,153,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1629.0,13.0,1.0,60.0,3288,3366.0,80,15,45,162,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1630.0,14.0,1.0,60.0,3300,3380.0,80,15,45,172,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1631.0,15.0,1.0,60.0,3271,3330.0,80,15,45,160,1180,1420,1700,1330,80,5,CP6739C MCP662,20,1476.0,19.0,12.33,65.0,27.1
1632.0,1.0,0.4,150.0,3300,3415.0,80,15000,45,177,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1633.0,2.0,0.4,150.0,3650,3717.0,80,15000,45,182,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1634.0,3.0,0.4,150.0,3584,3714.0,80,15000,45,173,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1635.0,4.0,0.4,150.0,3450,3575.0,80,15000,45,182,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1636.0,5.0,0.4,150.0,3230,3505.0,80,15000,45,213,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1637.0,6.0,0.4,150.0,3200,3561.0,80,15000,45,216,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1638.0,7.0,0.4,150.0,3552,3629.0,80,15000,45,239,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1639.0,8.0,0.4,150.0,3210,3612.0,80,15000,45,217,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1640.0,9.0,0.4,150.0,4100,4251.0,80,15000,45,196,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1641.0,10.0,0.4,150.0,3700,5800.0,80,15000,45,179,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1642.0,11.0,0.4,150.0,3005,3151.0,80,15000,45,242,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1643.0,12.0,0.4,150.0,4410,5441.0,80,15000,45,284,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1644.0,13.0,0.4,150.0,2696,3590.0,80,15000,45,300,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1645.0,14.0,0.4,150.0,2869,3316.0,80,15000,45,242,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1646.0,15.0,0.4,150.0,2800,3080.0,80,15000,45,234,1090,1310,1640,1282,54,6,83661 MCP 562,20,1495.0,20.0,17.0,85.0,117.6
1647.0,1.0,0.2,300.0,2800,3044.0,80,15,46,154,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1648.0,2.0,0.2,300.0,3467,4086.0,80,15,46,168,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1649.0,3.0,0.2,300.0,3361,3484.0,80,15,46,154,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1650.0,4.0,0.2,300.0,3900,4070.0,80,15,46,199,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1651.0,5.0,0.4,150.0,3397,4129.0,80,15,46,196,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1652.0,6.0,0.3,200.0,2703,3989.0,80,15,46,179,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1653.0,7.0,0.3,200.0,2931,3729.0,80,15,46,184,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1654.0,8.0,0.3,200.0,3137,3984.0,80,15,46,195,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1655.0,9.0,0.3,200.0,3564,3940.0,80,15,46,199,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1656.0,10.0,0.3,200.0,2750,3100.0,80,15,46,208,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1657.0,11.0,0.3,200.0,2600,2980.0,80,15,46,217,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1658.0,12.0,0.3,200.0,3120,3520.0,80,15,46,189,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1659.0,13.0,0.3,200.0,2250,2980.0,80,15,46,176,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1660.0,14.0,0.3,200.0,2790,3350.0,80,15,46,189,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1661.0,15.0,0.3,200.0,3110,3200.0,80,15,46,177,1230,1560,1790,1200,98,7,83661 MCP 562,20,1515.0,20.0,15.25,76.0,117.6
1662.0,1.0,0.3,200.0,3560,3980.0,80,15000,44,122,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1663.0,2.0,0.3,200.0,3500,3673.0,80,15000,44,118,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1664.0,3.0,0.3,200.0,3200,3851.0,80,15000,44,123,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1665.0,4.0,0.3,200.0,3502,3735.0,80,15000,44,177,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1666.0,5.0,0.3,200.0,3308,3422.0,80,15000,44,202,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1667.0,6.0,0.3,200.0,3197,3926.0,80,15000,44,154,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1668.0,7.0,0.3,200.0,3231,3804.0,80,15000,44,166,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1669.0,8.0,0.3,200.0,3045,3381.0,80,15000,44,161,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1670.0,9.0,0.3,200.0,3308,3650.0,80,15000,44,160,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1671.0,10.0,0.3,200.0,3300,3444.0,80,15000,44,154,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1672.0,11.0,0.3,200.0,3360,3560.0,80,15000,44,163,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1673.0,12.0,0.3,200.0,3004,3417.0,80,15000,44,162,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1674.0,13.0,0.3,200.0,3280,3550.0,80,15000,44,154,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1675.0,14.0,0.3,200.0,2950,3060.0,80,15000,44,263,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1676.0,15.0,0.3,200.0,1500,1510.0,80,15000,44,200,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1677.0,16.0,0.3,200.0,2543,2831.0,80,15000,44,120,1240,1560,1800,1560,54,8,83661 MCP 562,20,1535.0,20.0,7.75,39.0,117.6
1678.0,1.0,0.5,120.0,3495,3796.0,80,15000,46,160,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1679.0,2.0,0.5,120.0,3322,3459.0,80,15000,46,165,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1680.0,3.0,0.5,120.0,2961,3208.0,80,15000,46,158,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1681.0,4.0,0.5,120.0,2791,2880.0,80,15000,46,221,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1682.0,5.0,0.5,120.0,2950,3301.0,80,15000,46,220,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1683.0,6.0,0.5,120.0,3565,4158.0,80,15000,46,200,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1684.0,7.0,1.0,60.0,3000,3419.0,80,15000,46,183,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1685.0,8.0,3.0,20.0,1870,1982.0,80,18000,114,230,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1686.0,9.0,5.0,12.0,1873,1900.0,80,18000,14,226,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1687.0,10.0,8.0,7.5,1561,1606.0,80,18000,114,360,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1688.0,11.0,8.0,7.5,1594,1632.0,80,18000,112,364,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1689.0,12.0,4.0,15.0,1546,1684.0,80,18000,112,384,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1690.0,13.0,8.0,7.5,1340,1340.0,80,18000,114,180,1130,1480,1795,1400,64,9,83661 MCP 562,20,1555.0,16.0,11.0,69.0,94.1
1691.0,1.0,0.3,200.0,2700,3870.0,80,15000,44,120,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1692.0,2.0,0.3,200.0,4700,4867.0,80,15000,44,134,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1693.0,3.0,0.3,200.0,5005,5220.0,80,15000,44,135,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1694.0,4.0,0.3,200.0,5271,5554.0,80,15000,44,128,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1695.0,5.0,0.3,200.0,5112,5221.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1696.0,6.0,0.3,200.0,5700,5846.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1697.0,7.0,0.3,200.0,4810,5120.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1698.0,8.0,0.3,200.0,4503,5404.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1699.0,9.0,0.3,200.0,6800,7000.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1700.0,10.0,0.3,200.0,4637,4863.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1701.0,11.0,0.3,200.0,5272,5521.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1702.0,12.0,0.3,200.0,4900,5100.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1703.0,13.0,0.3,200.0,5200,5320.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1704.0,14.0,0.3,200.0,5200,5637.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1705.0,15.0,0.3,200.0,5075,5112.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1706.0,16.0,0.3,200.0,3559,3610.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1707.0,17.0,6.0,10.0,4460,4730.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1708.0,18.0,1.0,60.0,1905,2760.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1709.0,19.0,1.0,60.0,1930,2357.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1710.0,20.0,1.0,60.0,2300,2710.0,80,15000,44,136,1168,1500,1846,1650,64,10,83661 MCP 562,20,1571.0,15.0,5.42,36.0,187.5
1406.0,1.0,0.4,150.0,3000,3120.0,80,15000,43,165,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1407.0,2.0,0.4,150.0,3000,3240.0,80,15000,43,160,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1408.0,3.0,0.4,150.0,3000,3244.0,80,15000,43,184,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1409.0,4.0,0.4,150.0,3000,3056.0,80,15000,43,164,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1410.0,5.0,0.4,150.0,3000,3480.0,80,15000,43,163,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1411.0,6.0,0.4,150.0,3000,3462.0,80,15000,43,160,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1412.0,7.0,0.4,150.0,3000,3472.0,80,15000,43,186,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1413.0,8.0,0.4,150.0,3000,3333.0,80,15000,43,200,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1414.0,9.0,0.4,150.0,3000,3469.0,80,15000,43,214,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1415.0,10.0,0.4,150.0,3000,3547.0,80,15000,43,183,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1416.0,11.0,0.4,150.0,3000,3681.0,80,15000,43,167,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1417.0,12.0,0.4,150.0,3000,3186.0,80,15000,43,184,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1418.0,13.0,0.4,150.0,3000,3451.0,80,15000,43,180,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1419.0,14.0,0.4,150.0,3000,3473.0,80,15000,43,176,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1420.0,15.0,0.4,150.0,3000,3264.0,80,15000,43,179,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1421.0,16.0,0.4,150.0,3000,3287.0,80,15000,43,184,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1422.0,17.0,0.4,150.0,3000,3786.0,80,15000,43,167,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1423.0,18.0,0.4,150.0,3000,3842.0,80,15000,43,169,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1424.0,19.0,0.4,150.0,3000,3947.0,80,15000,43,160,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1425.0,20.0,0.4,150.0,3000,3489.0,80,15000,43,164,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1426.0,21.0,0.4,150.0,3000,3760.0,80,15000,43,176,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1427.0,22.0,0.4,150.0,3000,3508.0,80,15000,43,200,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1428.0,23.0,0.4,150.0,3000,3407.0,80,15000,43,205,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1429.0,24.0,0.4,150.0,3000,3548.0,80,15000,43,210,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1430.0,25.0,0.4,150.0,3000,3647.0,80,15000,43,198,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1431.0,26.0,0.4,150.0,3000,3974.0,80,15000,43,186,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1432.0,27.0,0.4,150.0,3000,3871.0,80,15000,43,187,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1433.0,28.0,0.4,150.0,3000,3167.0,80,15000,43,194,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1434.0,29.0,0.4,150.0,3000,3846.0,80,15000,43,178,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1435.0,30.0,0.4,150.0,3000,3567.0,80,15000,43,168,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1436.0,31.0,0.4,150.0,3000,3700.0,80,15000,43,168,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1437.0,32.0,0.4,150.0,3000,3648.0,80,15000,43,68,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1438.0,33.0,0.4,150.0,3000,3600.0,80,15000,43,176,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1439.0,34.0,0.4,150.0,3000,3604.0,80,15000,43,174,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1440.0,35.0,0.5,120.0,3000,3654.0,80,15000,43,170,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1441.0,36.0,1.0,60.0,3000,3240.0,80,15000,43,194,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1442.0,37.0,6.0,10.0,2400,2640.0,80,15000,43,186,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1443.0,38.0,12.0,5.0,2400,2450.0,80,15000,43,180,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1444.0,39.0,10.0,6.0,2400,2411.0,80,15000,43,188,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1445.0,40.0,2.0,30.0,2400,2984.0,80,15000,43,194,740,1310,1580,1090,38,11,51523 CM468,20,1586.0,15.0,6.75,45.0,214.3
1446.0,1.0,3.0,20.0,1978,2409.0,75,15000,45,185,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1447.0,2.0,4.0,15.0,1626,2053.0,75,15000,52,203,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1448.0,3.0,3.0,20.0,2349,2516.0,75,15000,52,105,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1449.0,4.0,3.0,20.0,1919,2244.0,75,15000,43,147,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1450.0,5.0,6.0,10.0,2077,2390.0,75,15000,42,158,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1451.0,6.0,6.0,10.0,1690,1770.0,75,15000,42,192,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1452.0,7.0,6.0,10.0,1463,1780.0,75,15000,42,160,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1453.0,8.0,7.0,8.6,1580,1700.0,75,15000,42,195,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1454.0,9.0,9.0,6.7,1430,1500.0,75,15000,42,152,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1455.0,10.0,8.0,7.5,1491,1712.0,75,15000,42,159,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1456.0,11.0,10.0,6.0,1584,1702.0,75,15000,45,223,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1457.0,12.0,10.0,6.0,1650,1711.0,75,18000,60,246,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1458.0,13.0,2.0,30.0,1480,1720.0,75,18000,60,231,1200,1460,1810,1460,100,12,51523 CM468,20,1601.0,15.0,12.5,83.0,187.5
1459.0,1.0,1.0,60.0,2535,3700.0,80,15000,42,120,1283,1460,1730,1460,100,13,51523 CM468,20,1616.0,15.0,13.0,87.0,75.0
1460.0,2.0,0.5,120.0,3600,4500.0,80,15000,42,124,1283,1460,1730,1460,100,13,51523 CM468,20,1616.0,15.0,13.0,87.0,75.0
1461.0,3.0,0.5,120.0,2200,3150.0,80,15000,42,126,1283,1460,1730,1460,100,13,51523 CM468,20,1616.0,15.0,13.0,87.0,75.0
1462.0,4.0,0.5,120.0,2180,2320.0,80,15000,42,120,1283,1460,1730,1460,100,13,51523 CM468,20,1616.0,15.0,13.0,87.0,75.0
